de,en
"An einer Demonstration gegen die geplante Unterkunft für Flüchtlinge in Berlin Falkenberg beteiligten sich insgesamt etwa 120 Rechtsextreme und Anwohnerinnen und Anwohner. Zu der Demonstration, die sich durch Neu-Hohenschönhausen, Falkenberg und Ahrensfelde bewegte, hatte die Facebook-Seite ""Kein Asylanten-Containerdorf in Falkenberg"" mobilisiert. Diese gehört zum Berliner Netzwerk ""Berlin wehrt sich!"" und wird vorrangig von Neonazis organisiert.","A total of around 120 right-wing extremists and residents took part in a demonstration against the planned accommodation for refugees in Berlin Falkenberg. The Facebook page ""No asylum seeker container village in Falkenberg"" mobilized for the demonstration, which moved through Neu-Hohenschoenhausen, Falkenberg and Ahrensfelde. This belongs to the Berlin network ""Berlin defends itself!"" and is primarily organized by neo-Nazis."
"An einem sogenannten ""Abendspaziergang für eine angemessene Asylpolitik"" beteiligten sich am Mittwochabend rund 250 Personen in Oranienburg. Die Veranstaltung war unter anderem von der facebook-Seite ""Nein zum Heim in Oranienburg"" beworben worden. Unter den Demonstrierenden befanden sich Medienberichten zufolge auch dem Staatsschutz bekannte Rechtsextreme. Während von Rednern Slogans wie ""Lasst die Flüchtlinge hier nicht leben wie Gott in Frankreich, ihre Heimat braucht sie!"" skandiert wurden, beteiligten sich etwa 240 Menschen an einer Gegenveranstaltung. Unter Ihnen befanden sich Bürgerinnen und Bürger, Politikerinnen und Politiker sowie das Bündnis ""Oberhavel Nazifrei"". Die Polizei war mit rund 250 Einsatzkräften vor Ort.","Around 250 people took part in a so-called ""evening walk for an appropriate asylum policy"" in Oranienburg on Wednesday evening. The event was advertised, among other things, by the Facebook page ""No to the home in Oranienburg"". According to media reports, right-wing extremists known to state security were among the demonstrators. While speakers chanted slogans like ""Don't let the refugees live here like God in France, their homeland needs them!"" were chanted, about 240 people took part in a counter-event. Among them were citizens, politicians and the alliance ""Oberhavel Nazifrei"". The police were on site with around 250 emergency services."
"Ein Autofahrer raste am Samstag in der Nähe von Plöwen auf zwei Rad fahrende Asylbewerber zu, und traf dabei einen der beiden mit dem Außenspiegel am Arm. Die beiden Flüchtlinge konnten nach rechts ausweichen, und kamen dabei von der Fahrbahn ab, der Autofahrer fuhr davon. Inzwischen ermittelt die Kripo wegen Verdachts der Nötigung und des gefährlichen Eingriffs in den Straßenverkehr.","A driver crashed into two asylum seekers on Saturday near Plöwen and hit one of them with the outside mirror on the arm. The two refugees were able to swerve to the right and left the road, the driver drove away. In the meantime, the Kripo is investigating on suspicion of coercion and dangerous intervention in road traffic."
"Am Samstagmorgen gegen drei Uhr haben unbekannte Täter randaliert indem sie gegen die Tür der Unterkunft für Asylsuchende in Großköllnbach traten. Nachdem Bewohnerinnen und Bewohner der Unterkunft in der Nacht die Geräusche gehört hatten, hatten sie aus dem Fenster gesehen und beobachtet, wie vier Personen mit einem PKW weggefahren waren. Die Polizei ermittelt in der Angelegenheit.","On Saturday morning at around three o'clock, unknown perpetrators rioted by kicking the door of the accommodation for asylum seekers in Großköllnbach. After hearing the noise at night, residents of the accommodation looked out the window and saw four people drive away in a car. The police are investigating the matter."
"Am Donnerstag, 18.12.2014, hat die Neonazi Partei ""Der III. Weg""einen Aufmarsch unter dem Motto ""Asylmissbrauch und Überfremdung stoppen!"", im Ludwigshafener Stadtteil West durchgeführt.","On Thursday, December 18, 2014, the neo-Nazi party ""Der III. Weg"" held a march under the motto ""Stop asylum abuse and foreign infiltration!"" in the West district of Ludwigshafen."
"Die Polizei sucht Zeugen zu einem Übergriff auf einen 49-jährigen Asylsuchenden, der sich am Donnerstagvormittag südlich von Wackersdorf ereignet haben soll. Wie der Syrer bei der Polizei angab, sei er am Donnerstag gegen 10.30 Uhr auf einem Waldweg am südlich des Stadtgebietes gelegenen Wackersdorfer Weihers spazieren gegangen. Ein Unbekannter habe ihn unvermittelt mit einem Ast von hinten niedergeschlagen und verletzt. Mit Verdacht auf Gehirnerschütterung sei der Asylsuchende am Donnerstagabend in ein Krankenhaus gebracht worden. Die Kriminalpolizeiinspektion Amberg hat die Ermittlungen wegen gefährlicher Körperverletzung aufgenommen, nachdem die Polizeiinspektion Schwandorf am Abend über den Vorfall informiert wurde.","The police are looking for witnesses to an attack on a 49-year-old asylum seeker, which is said to have happened south of Wackersdorf on Thursday morning. As the Syrian told the police, he went for a walk on a forest path at Wackersdorfer Weiher, south of the city area, around 10:30 a.m. on Thursday. A stranger suddenly knocked him down from behind with a branch and injured him. The asylum seeker was taken to a hospital on Thursday evening with a suspected concussion. The Amberg Criminal Police Inspectorate began investigating dangerous bodily harm after the Schwandorf Police Inspectorate was informed of the incident in the evening."
"Fast 300 Bürger haben Freitagabend im Trierer Stadtteil Euren für ein weltoffenes Trier demonstriert. Sie protestierten gegen einen Aufmarsch von 16 NPD Leuten vor einer Asylunterkunft in dem Stadtteil. Der Abend verlief weitgehend friedlich. Als Demonstranten versuchten, eine Absperrung zu durchbrechen wurden fünf Polizisten leicht verletzt. Eine Außenstelle der Aufnahmeeinrichtung für Asylbegehrende in Trier befindet sich in einer ehemaligen Kaserne im Stadtteil Euren. Etwa 370 Flüchtlinge sind dort untergebracht. Die nach Ansicht von Ortsvorsteher Hans-Alwin Schmitz unsachliche Berichterstattung in überregionalen Medien habe zu einem falschen Bild von den Menschen dort geführt. ""Wir sind den Flüchtlingen von Beginn an positiv gesonnen. Allerdings müssen auch sie gewisse gesellschaftliche Regeln einhalten."" Er freute sich am Freitagabend über die große Beteiligung der Menschen aus dem Stadtteil an der Gegendemonstration.","Almost 300 citizens demonstrated on Friday evening in the Euren district of Trier for a cosmopolitan Trier. They protested against a march of 16 NPD people in front of an asylum center in the district. The evening was largely peaceful. Five police officers were slightly injured when demonstrators tried to break through a cordon. A branch of the reception facility for asylum seekers in Trier is located in a former barracks in the Euren district. About 370 refugees are housed there. According to local mayor Hans-Alwin Schmitz, the unobjective reporting in national media led to a wrong image of the people there. ""We have had a positive attitude towards the refugees right from the start. However, they too have to comply with certain social rules."" On Friday evening he was happy about the large participation of people from the district in the counter-demonstration."
"Farbanschlag auf Asylsuchendenunterkunft. In der Nacht des 19. Dezember warfen Unbekannte mehrere Farbbeutel gegen die Fassade der Asylsuchendenunterkunft in Brand-Erbisdorf. Die Polizei hat die Ermittlungen aufgenommen. Quelle RAA Sachsen und Polizeidirektion Freiberg ,","Color attack on asylum seeker accommodation. On the night of December 19, strangers threw several bags of paint at the facade of the asylum seeker's accommodation in Brand-Erbisdorf. The police have started the investigation. Source RAA Sachsen and Freiberg Police Headquarters,"
Nach einem offenbar rechtsradikal motivierten Angriff auf zwei Afrikanerinnen ist im baden-württembergischen Rottenburg ein Mann in Untersuchungshaft genommen worden. Der 21-Jährige wird der rechten Szene zugerechnet und ist wegen Gewaltdelikten bekannt. Bei der Tat vom Samstag soll er stark alkoholisiert gewesen sein. Er habe die beiden Flüchtlinge aus Gambia im Alter von 27 und 36 Jahren grundlos angepöbelt und geschlagen.,"After an apparently right-wing radically motivated attack on two African women, a man was taken into custody in Rottenburg, Baden-Württemberg. The 21-year-old is attributed to the right-wing scene and is known for violent crimes. In the act on Saturday, he is said to have been heavily intoxicated. He accosted and beat the two refugees from Gambia, aged 27 and 36, for no reason."
"Am frühen Samstag Vormittag hören Bewohner_innen der Geflüchtetenunterkunft in der Fraunhoferstraße gegen 3.00 Uhr Geräusche an der Haustüre, gegen die offensichtlich auch getreten wurde. Zeug_innen können vier Personen sehen, die mit einem Pkw wegfahren. Es entsteht ein Sachschaden von rund 200, Euro. Täter_innenbeschreibung der Polizei: Vier Personen, ca. 25 Jahre alt, alle dunkel gekleidet.","At around 3:00 a.m. early on Saturday morning, residents of the refugee accommodation in Fraunhoferstraße heard noises at the front door, which apparently had also been kicked. Witnesses can see four people driving away in a car. There is property damage of around 200 euros. Perpetrator description from the police: Four people, around 25 years old, all dressed in dark."
"Flugblatt mit Drohungen gegenüber Flüchtlinge und Stadträten. In Chemnitz kursiert derzeit ein Flugblatt, welches rassistische Hetze verbreitet und Brandanschläge auf Asyluntkünfte ankündigt. Darüber hinaus werden Drohungen gegenüber Stadträte, dessen Namen und Privatadressen auf dem Flugblatt niedergeschrieben sind, ausgesprochen. Der Staatsschutz hat die Ermittlungen wegen des Verdachts auf Volksverhetzung aufgenommen.","Leaflet threatening refugees and city councillors. A leaflet is currently circulating in Chemnitz, which spreads racist hate speech and announces arson attacks on asylum shelters. In addition, threats are made against city councilors whose names and home addresses are written on the leaflet. The state security has started the investigation on suspicion of incitement to hatred."
"Ein leerstehendes Haus hat in Villmar im Kreis Limburg-Weilburg gebrannt. Brandstiftung schließt die Polizei nicht aus, zudem fand sie Hinweise auf einen fremdenfeindlichen Hintergrund. Vorsätzliche Brandstiftung könne nicht ausgeschlossen werden, teilten die Beamten in Limburg am Samstag mit. Bei den Löscharbeiten seien Hinweise auf ein mögliches fremdenfeindliches Motiv entdeckt worden, heißt es in der Mitteilung. Details wollte ein Polizeisprecher nicht nennen. Nun übernimmt die Staatsanwaltschaft Limburg die Ermittlungen. Bei dem Feuer in der Nacht zum Samstag war nach Schätzungen der Polizei ein Sachschaden in Höhe von etwa 70.000 Euro entstanden. Verletzt wurde niemand. Das Haus drohte einzustürzen. http://www.hr-online.de/website/rubriken/nachrichten/indexhessen34938.js...","A vacant house burned in Villmar in the Limburg-Weilburg district. The police do not rule out arson, and they also found evidence of a xenophobic background. Deliberate arson cannot be ruled out, officials in Limburg said on Saturday. During the extinguishing work, indications of a possible xenophobic motive were discovered, the statement said. A police spokesman declined to give details. The public prosecutor's office in Limburg is now taking over the investigation. According to police estimates, the fire on Saturday night caused property damage of around 70,000 euros. Nobody got hurt. The house threatened to collapse. http://www.hr-online.de/website/rubriken/nachrichten/indexhessen34938.js..."
"Schmiererei an Flüchtlingsunterkunft. An ein Gebäude im Tannenberger Ortsteil Siebenhöfen wurde in der Nacht zum 27. Dezember der Schriftzug ""Volksverräter"" geschmiert. Der Besitzer des Hauses, der dort einer serbischen Flüchtlingsfamilie eine Unterkunft zur Verfügung stellt, geht von einem rassistischen Motiv aus. Die Polizei hat die Ermittlungen aufgenommen.","Smearing at refugee accommodation. On the night of December 27, the words ""traitor to the people"" were scrawled on a building in the Siebenhöfen district of Tannenberg. The owner of the house, who is providing accommodation for a Serbian refugee family, assumes a racist motive. The police have started the investigation."
"Auf das Grundstück der örtlichen Unterkunft für Asylbewerber haben bislang Unbekannte aus einem Auto heraus einen selbst gebauten Böller geschmissen, der dort lautstark explodiert ist. Dabei gingen zwei Fensterscheiben zu Bruch. Verletzt wurde nach Angaben der Polizei Chemnitz niemand. Der Staatsschutz ermittelt in der Angelegenheit.","Previously unknown persons threw a self-made firecracker from a car onto the property of the local accommodation for asylum seekers, which exploded loudly there. Two window panes were broken. According to the Chemnitz police, nobody was injured. State security is investigating the matter."
"Das BKA bestätigt eine Kundgebung mit Bezug zum Thema ""Asyl"" unter dem Motto ""gegen Polizeiwillkür + Asylheimbau"", die von der NPD, einer ihrer Unterorganisationen oder von anderen rechtsextremistischen Zusammenschlüssen organisiert worden ist. Die Demonstration ist der Partei ""Die Rechte"" zuzuordnen.","The BKA confirms a rally related to the topic of ""asylum"" under the motto ""against police arbitrariness + construction of asylum homes"", which was organized by the NPD, one of its sub-organizations or other right-wing extremist groups. The demonstration can be assigned to the party ""The Right""."
"Ein Mann, der im Dorf ""allgemein für seine rechte Auffassung bekannt"" sei, sprengte laut Aussage einer ehrenamtlichen Helferin mit einem Böller den Briefkasten eines Wohnblocks, in dem Geflüchtete leben.","A man who was ""generally known for his right-wing views"" in the village blew up the mailbox of a block of flats where refugees live, according to a volunteer worker."
"Unbekannte legten in der Nacht Feuer im Zugangsbereich des Kellers einer Asylunterkunft, in der 60 Menschen leben. Ersten Erkenntnissen zufolge hatten sich unbekannte Täter über die rückwärtige Seite Zutritt zum Grundstück verschafft und das Feuer im Zugangsbereich zum Keller gelegt. Ein Bewohner konnte die Flammen noch vor dem Eintreffen der Feuerwehr mit einem Feuerlöscher löschen.","During the night, unknown persons set fire in the entrance area of ​​the basement of an asylum accommodation where 60 people live. According to initial findings, unknown perpetrators had gained access to the property from the rear and started the fire in the access area to the basement. A resident was able to put out the flames with a fire extinguisher before firefighters arrived."
"Vier Unbekannte haben in der Silvesternacht Steine und Bierflaschen auf eine Asylunterkunft im Stadtteil Gerbitz geworfen. Allerdings wurde der Vorfall erst mit einiger Verzögerung öffentlich bekannt. Weshalb die Polizei den Fall nicht sofort öffentlich bekannt gemacht hatte, um Zeugen zu suchen, werde gerade intern ermittelt, so die Mitteldeutsche Zeitung.","Four strangers threw stones and beer bottles at an asylum shelter in the Gerbitz district on New Year's Eve. However, the incident only became public knowledge after some delay. According to the Mitteldeutsche Zeitung, the reason why the police did not immediately publicize the case in order to look for witnesses is being investigated internally."
"Vier Jugendliche zündeten am Abend Böller vor einer Asylunterkunft. Einer von ihnen gestand später, rassistische Parolen gerufen zu haben. Gegen ihn wird wegen Volksverhetzung ermittelt. Mitarbeiter des Sicherheitsdienstes hatten zuvor gemeldet, dass die ganze Gruppe mehrfach rassistische Parolen gerufen habe. Ob die Böller gezielt auf die Unterkunft geworfen worden seien, ließe sich nicht feststellen, so eine Polizeisprecherin. „Das ist an Silvester per se ja nicht strafbar,"" sagte sie gegenüber der Ostsee-Zeitung.","Four young people lit firecrackers in front of an asylum shelter in the evening. One of them later admitted to shouting racist slogans. He is being investigated for sedition. Security service employees had previously reported that the whole group had shouted racist slogans several times. A police spokeswoman said it was not possible to determine whether the firecrackers were aimed at the accommodation. ""That's not punishable per se on New Year's Eve,"" she told the Ostsee-Zeitung."
"Ein 49-Jähriger warf am späten Abend aus seinem Auto heraus Böller in Richtung einer Asylunterkunft. Als das Sicherheitspersonal auf ihn zuging und den Mann aufforderte, dies zu unterlassen, warf er weitere Böller auf die Angestellten des Sicherheitsdienstes. Sie blieben unverletzt. Die herbeigerufene Polizei erteilte dem Mann einen Platzverweis und nahm die Ermittlungen wegen versuchter gefährlicher Körperverletzung gegen ihn auf.","A 49-year-old threw firecrackers out of his car in the direction of an asylum center late in the evening. When security personnel approached him and asked the man to stop doing so, he threw more firecrackers at security personnel. They were unharmed. The summoned police issued the man with a place reference and began investigations into attempted dangerous bodily harm against him."
Im Stadtteil Graes haben Unbekannte durch ein gekipptes Fenster einen brennenden Bengalo in das Badezimmer einer Asylunterkunft geworfen. Der Feuerwerkskörper entzündete einen Putzlappen. Die Bewohner konnten das Feuer selbst löschen. Die Polizei informierte erst knapp einen Monat später über den Vorfall.,"In the Graes district, strangers threw a burning Bengalo through a tilted window into the bathroom of an asylum center. The firecracker ignited a cleaning rag. The residents were able to extinguish the fire themselves. The police only informed about the incident almost a month later."
"In der Nacht versammelten sich Rechtsradikale und randalierten an Fenstern und der Tür des Eingangsbereiches einer Asylunterkunft. ""Es wurden rechtsradikale Parolen skandiert und vor dem Eingang ein Hakenkreuz hingeschmiert"", berichtet Assamstadts Bürgermeister Joachim Döffinger.","During the night right-wing extremists gathered and rioted at the windows and the door of the entrance area of ​​an asylum accommodation. ""Right-wing slogans were chanted and a swastika smeared in front of the entrance,"" reports Assamstadt's Mayor Joachim Döffinger."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.","The Ministry of the Interior's response to a small inquiry by the Left Party on crimes against asylum seekers and their accommodation shows that the responsible police department is investigating damage to property at an asylum accommodation and classifies this crime as ""politically motivated crime - right-wing""."
"In der Nacht zündeten zwei Männer alte Leintücher an, die der Arbeitskreis Asyl mit den Kindern aus einer Asylunterkunft bemalt und an einem Zaun nahe der Unterkunft aufgehängt hatte. Am Küchenzelt der Unterkunft entstand durch das Feuer geringer Sachschaden. Die Polizei konnte die beiden Tatverdächtigen in der Nähe des Tatorts festnehmen. In einer gemeinsamen Mitteilung sprechen von Polizei und Staatsanwaltschaft von einer „Sachbeschädigung durch Brandlegung“. Die beiden jungen Männer seien den Behörden bereits vor mehreren Jahren als Angehörige der rechtsradikalen Szene im Raum Göppingen aufgefallen. Einer der beiden Männer habe die Tat inzwischen gestanden.","During the night, two men set fire to old sheets that the Asylum Working Group had painted with the children from an asylum accommodation and hung on a fence near the accommodation. The fire caused minor damage to the kitchen tent of the accommodation. The police were able to arrest the two suspects near the scene of the crime. In a joint statement, the police and the public prosecutor speak of ""property damage caused by arson"". The authorities noticed the two young men several years ago as members of the far-right scene in the Göppingen area. One of the two men has now confessed to the crime."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.","The Ministry of the Interior's response to a small inquiry by the Left Party on crimes against asylum seekers and their accommodation shows that the responsible police department is investigating physical harm and classifies this crime as ""politically motivated crime - right-wing"". The information does not say how many were injured."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer Störung des öffentlichen Friedens durch Androhung von Straftaten ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.","The Ministry of the Interior's response to a small inquiry by the Left Party on criminal offenses against asylum seekers and their accommodation shows that the responsible police department is investigating a disturbance of public peace through the threat of criminal offenses and classifies this offense as ""politically motivated crime - right-wing"". ."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.","The Ministry of the Interior's response to a small inquiry by the Left Party on crimes against asylum seekers and their accommodation shows that the responsible police department is investigating the use of license plates of unconstitutional organizations and classifies this crime as ""politically motivated crime - right-wing""."
Unbekannte haben vier Scheiben einer geplanten Asylunterkunft mit Steinen eingeworfen. Bereits wenige Tage zuvor war das Gebäude von Unbekannten unter Wasser gesetzt worden.,"Unknown persons threw stones into four panes of a planned asylum accommodation. A few days earlier, the building had been flooded by unknown persons."
"Zwei Unbekannte haben in der Nacht zwei Asylbewerber aus dem Kosovo vor einer Gemeinschaftsunterkunft mit einer Machinenpistole bedroht. Die Täter hätten sich in der Nacht vor der Unterkunft an Fahrrädern zu schaffen gemacht. Als sie von den beiden 20 und 21 Jahre alten Kosovaren darauf angesprochen wurden, hätte einer der Unbekannten mit einer Maschinenpistole gedroht.","During the night, two strangers threatened two asylum seekers from Kosovo in front of a communal accommodation with a submachine gun. The perpetrators had tampered with bicycles in front of the accommodation during the night. When they were asked about it by the two 20 and 21-year-old Kosovars, one of the strangers threatened with a submachine gun."
"Erneut hat der NPD-Ortsverband Döbeln eine rassistische Kundgebung veranstaltet. Zu der Demonstration ""gegen Überfremdung und Asylmissbrauch"" kamen etwa 250 Personen.","Once again, the local NPD branch in Döbeln organized a racist rally. About 250 people came to the demonstration ""against foreign infiltration and asylum abuse""."
Ein Passant entdeckte am Morgen Brandspuren an der Fassade und der Tür einer noch nicht bezogenen Asylunterkunft. Die Polizei geht von Brandstiftung aus.,"In the morning, a passer-by discovered burn marks on the facade and the door of an asylum accommodation that had not yet been occupied. The police suspect arson."
"Unbekannte haben am Morgen Wohnungen attackiert, in denen Asylsuchende wohnen. Die Täter warfen zunächst Fahrradständer in eine Haustür und schlugen eine Scheibe ein. Dabei skandierten sie rassistische Parolen. Kurze Zeit später warfen Unbekannte in einer Nachbarstraße eine Fensterscheibe mit Steinen ein. Auch dort wohnen Asylsuchende.","Unknown people attacked apartments in which asylum seekers live in the morning. The perpetrators first threw bicycle racks into a front door and smashed a window. They chanted racist slogans. A short time later, strangers threw stones in a window pane in a neighboring street. Asylum seekers live there too."
"Unbekannte haben ein Haus unter Wasser gesetzt, das als mögliche Unterkunft von Geflüchteten im Gespräch war. Der oder die Täter hatten an einem Wasserbecken den Abfluss verstopft und den Wasserhahn aufgedreht. Nach einem Beschluss des Gemeinderates sollten mit dem Hausbesitzer Verhandlungen zur Erweiterung des städtischen Wohnungsbestands geführt werden, auch um Wohnungen für die anstehende Unterbringung von Flüchtlingen zu schaffen.","Unknown persons flooded a house that was being discussed as a possible accommodation for refugees. The perpetrator or perpetrators had blocked the drain on a water basin and turned on the water tap. According to a decision by the municipal council, negotiations should be held with the homeowner to expand the city's housing stock, including to create apartments for the upcoming accommodation of refugees."
"Unbekannte haben am Morgen Wohnungen attackiert, in denen Asylsuchende wohnen. Nachdem die Täter zunächst Fahrradständer in eine Haustür geworfen und eine Scheibe eingeschlagen hatten, warfen sie kurze Zeit später in einer Nachbarstraße eine Fensterscheibe mit Steinen ein. Auch dort wohnen Asylsuchende.","Unknown people attacked apartments in which asylum seekers live in the morning. After the perpetrators first threw bicycle racks into a front door and smashed a window, they threw stones in a window pane in a neighboring street a short time later. Asylum seekers live there too."
Mit einem vermutlich illegalen Feuerwerkskörper haben am frühen Morgen Unbekannte mehrere Scheiben an der Eingangstür einer Asylunterkunft im Stadtteil Stetzsch gesprengt. Von den derzeit 41 im Haus untergebrachten Menschen wurde niemand verletzt.,"With a presumably illegal firecracker, unknown persons blew up several panes at the front door of an asylum center in the Stetzsch district in the early morning. None of the 41 people currently housed in the house were injured."
"Unbekannte haben ein brennendes Holzkreuz vor einer Turnhallte abgestellt, in der Asylsuchende untergebracht sind.",Unknown persons placed a burning wooden cross in front of a gymnasium housing asylum seekers.
"Unbekannte haben am frühen Samstagmorgen auf die Flüchtlingsunterkunft im Ortsteil Dörfel einen Brandanschlag verübt. Gegen 4.20 Uhr hörten zwei Sicherheitsbeamten im Gebäude einen dumpfen Knall. Unmittelbar danach sahen sie einen abfahrenden Seat mit vier Insassen. Im Gebäude entdeckte der zerbrochene Fensterscheiben und zwei Molotow-Cocktails. Einer der Molotow-Cocktails hatte bereits einen Teppich entzündet, sodass der Brand mit einem Feuerlöscher von einem der Sicherheitskräfte gelöscht werden musste.
 
Update: Vier Tatverdächtige (zwei Männer und zwei Frauen) haben sich acht Monate nach dem Brandanschlag dem Operativen Abwehrzentrum in Leipzig gestellt.","Unknown persons carried out an arson attack on the refugee accommodation in the Dörfel district early on Saturday morning. Around 4:20 a.m., two security officers inside the building heard a dull bang. Immediately afterwards they saw a departing Seat with four occupants. Inside the building, he discovered broken windows and two Molotov cocktails. One of the Molotov cocktails had already ignited a carpet, so one of the security forces had to put out the fire with a fire extinguisher.

Update: Four suspects (two men and two women) turned themselves in to the Operative Defense Center in Leipzig eight months after the arson attack."
"Zwei Unbekannte sprachen am frühen Morgen einen aus Marokko stammenden Asylsuchenden an und fragen ihn nach seiner Herkunft. Als der Mann antwortete, schlugen die Täter auf ihn ein, einer der beiden verletzt ihn zudem mit einem Messer am rechten Zeigefinger. Dann flüchten die Täter vom Tatort.","Two strangers approached an asylum seeker from Morocco early in the morning and asked him where he came from. When the man answered, the perpetrators hit him, and one of the two also injured his right index finger with a knife. The perpetrators then flee the scene of the crime."
"Gegen 3:15 Uhr alarmierte ein Sicherheitsmitarbeiter einer Asylunterkunft die Polizei. Er teilte mit, dass sich ein unbekannter Mann bei ihm erkundigt hatte, ob es sich bei dem Gebäude um eine Asylunterkunft handele ""und er hier eine Bombe legen könne."" Der Sichheitsmitarbeiter schickte den Mann weg. Daraufin griff der Unbekannte den Sicherheitsmitarbeiter an.","At around 3:15 a.m., a security guard at an asylum center alerted the police. He said an unknown man had asked him if the building was an asylum center ""and if he could plant a bomb here."" The security officer sent the man away. The stranger then attacked the security guard."
"Am Freitag brannte ein Gebäude, das im Frühjahr als Asylunterkunft eingeweiht werden sollte. Die Polizei geht „mit hoher Wahrscheinlichkeit“ davon aus, dass das Feuer gelegt wurde.","A building that was to be inaugurated as an asylum center in the spring caught fire on Friday. The police assume ""with a high degree of probability"" that the fire was started."
"Unbekannte warfen ""um Weihnachten herum"" Eier auf eine Asylunterkunft, berichtet ein Polizeisprecher gegenüber dem Weserkurier.","A police spokesman told the Weserkurier that strangers threw eggs at an asylum center ""around Christmas""."
Gegen 21:30 Uhr wurde ein 19-jähriger Asylsuchender aus Somalia beim Aussteigen aus einer Bahn der Linie 9 in Höhe des Otto-Dix-Ring 61 von zwei Unbekannten rassistisch beleidigt und mit einem Messer attackiert. Der Geschädigte wurde dabei an der Hand verletzt. Das Operative Abwehrzentrum der Polizei ermittelt wegen gefährlicher Körperverletzung und sucht nach Zeugen des Angriffs.,"At around 9:30 p.m., a 19-year-old asylum seeker from Somalia was racially insulted by two strangers and attacked with a knife as he was getting off a tram on line 9 at Otto-Dix-Ring 61. The victim injured his hand. The police operational defense center is investigating dangerous bodily harm and is looking for witnesses to the attack."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen  Vergehen gegen das Sprengstoffgesetz an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.","The Ministry of the Interior's response to a small inquiry by the Left Party on criminal offenses against asylum seekers and their accommodation shows that the responsible police department is investigating offenses against the Explosives Act at an asylum accommodation and classifies this offense as ""politically motivated crime - right-wing""."
"Unbekannte Täter schmierten an die Hauswand einer Asylunterkunft einen Schriftzug, den die Polizei dem Bereich ""politisch motivierte Kriminalität - rechts"" zuordnet. Allerdings veröffentlichten die Ermittler zu dem Vorfall keine Pressemitteilung.","Unknown perpetrators smeared writing on the wall of an asylum accommodation, which the police assigned to the area ""politically motivated crime - right-wing"". However, investigators did not release a press release on the incident."
"In der unmittelbaren Umgebung einer Turnhalle, in der zurzeit Asylsuchende untergebracht sind, haben Unbekannte ein Hakenkreuz und die Drohung ""Go Home"" an eine Wand gesprüht. Zusätzlich werden Flugblätter mit rechten Parolen im Pausenhof ausgelegt.","In the immediate vicinity of a gym that is currently housing asylum seekers, unknown persons sprayed a swastika and the threat ""Go Home"" on a wall. In addition, flyers with right-wing slogans will be laid out in the playground."
Die Lichtenberger NPD führte um 18:00 Uhr in der Zingster Straße Ecke Ribnitzer Straße eine Kundgebung gegen die Unterbringung von Geflüchteten in der Turnhalle eines nahegelenen Oberstufenzentrums durch. An der Kundgebung nahmen weniger als 20 Personen teil.,The Lichtenberger NPD held a rally at 6:00 p.m. on Zingster Straße corner Ribnitzer Straße against the housing of refugees in the gymnasium of a nearby high school center. Less than 20 people attended the rally.
Auf die geplante Unterkunft für Geflüchtete in der ehemaligen Karl-Marx-Schule in Wittenberg-West wurde ein Buttersäureanschlag verübt. Eine politische Motivation wird laut Polizei nicht ausgeschlossen. Bereits am vergangenen Donnerstag hatten Unbekannte einen Anschlag auf eine geplante Unterkunft in nahe gelegenen Gräfenhainichen verübt und das Gebäude unter Wasser gesetzt.,"A butyric acid attack was carried out on the planned accommodation for refugees in the former Karl Marx School in Wittenberg-West. According to the police, a political motivation cannot be ruled out. Last Thursday, unknown persons had already attacked a planned accommodation in nearby Gräfenhainichen and flooded the building."
