address,address_formatted,latitude,longitude
"Dresden-Südvorstadt, Sachsen","Südvorstadt, Dresden, Germany",51.0349577,13.728136
"Hohenstadt, Baden-Württemberg","73345 Hohenstadt, Germany",48.5438998,9.663521
"Bad Windsheim, Bayern","91438 Bad Windsheim, Germany",49.5031221,10.4147863
"Offenbach an der Queich, Rheinland-Pfalz","76877 Offenbach an der Queich, Germany",49.2,8.2
"Knüllwald, Hessen","34593 Knüllwald, Germany",51.006024,9.5361925
"Eislingen, Baden-Württemberg","73054 Eislingen, Germany",48.7023247,9.7120357
"Moosburg an der Isar, Bayern","85368 Moosburg, Germany",48.470167,11.9358674
"Frankfurt an der Oder, Brandenburg","Frankfurt an der Oder, Germany",52.3472237,14.5505673
"Hilzingen, Baden-Württemberg","78247 Hilzingen, Germany",47.7655615,8.777936
"Sömmerda, Thüringen","99610 Sömmerda, Germany",51.1594582,11.1188764
"Schloß Holte- Stukenbrock, Nordrhein-Westfalen","33758 Schloß Holte-Stukenbrock, Germany",51.9027288,8.6359771
"Pätow-Steegen, Mecklenburg-Vorpommern","19230 Pätow-Steegen, Germany",53.4043107,11.166287
"Leer in Ostfriesland, Niedersachsen","26789 Leer, Germany",53.235657,7.4679018
"Baunach, Bayern","Baunach, Germany",49.9858299,10.8492569
"Tutow, Mecklenburg-Vorpommern","Tutow, Germany",53.9180946,13.2416215
"Mönkeberg, Schleswig-Holstein","Mönkeberg, Germany",54.3482827,10.1873561
"Eppingen, Baden-Württemberg","75031 Eppingen, Germany",49.1379832,8.9092339
"Zetel, Niedersachsen","26340 Zetel, Germany",53.41806,7.973800900000001
"Olsberg, Nordrhein-Westfalen","Olsberg, Germany",51.3556649,8.4801828
"Feilitzsch, Bayern","95183 Feilitzsch, Germany",50.362288,11.9341628
"Lingen an der Ems, Niedersachsen","Lingen, Germany",52.54030789999999,7.329286199999999
"Brandis-Beucha, Sachsen","Beucha, Brandis, Germany",51.32257860000001,12.5713641
"Rostock, Mecklenburg-Vorpommern","Rostock, Germany",54.0924406,12.0991466
"Nürtingen, Baden-Württemberg","Nürtingen, Germany",48.624421,9.3469069
"Neustadt, Niedersachsen","31535 Neustadt am Rübenberge, Germany",52.5035855,9.4518304
"Leutersdorf, Sachsen","Leutersdorf, Germany",50.958861,14.6479619
"Milmersdorf, Brandenburg","17268 Milmersdorf, Germany",53.1075737,13.6381692
"Ditzingen, Baden-Württemberg","Ditzingen, Germany",48.8264662,9.067556399999999
"Nümbrecht, Nordrhein-Westfalen","51588 Nümbrecht, Germany",50.9039509,7.542011500000001
"Wandlitz, Brandenburg","Wandlitz, Germany",52.75422,13.47277
"Eschborn, Hessen","65760 Eschborn, Germany",50.1467469,8.561455500000001
"Moordorf (Südbrookmerland), Niedersachsen","Moordorf, 26624 Südbrookmerland, Germany",53.4781387,7.4007891
"Wyhl, Baden-Württemberg","79369 Wyhl, Germany",48.1657236,7.648938800000001
"Hörstel, Nordrhein-Westfalen","48477 Hörstel, Germany",52.2958863,7.5838639
"Peißenberg, Bayern","82380 Peißenberg, Germany",47.78632760000001,11.0604693
"Tarmstedt, Niedersachsen","27412 Tarmstedt, Germany",53.2240617,9.0774127
"Pouch, Sachsen-Anhalt","Pouch, Muldestausee, Germany",51.62441279999999,12.4027769
"Edingen-Neckarhausen , Baden-Württemberg","Edingen-Neckarhausen, Germany",49.4452916,8.609355899999999
"Bürchau, Baden-Württemberg","Bürchau, 79692 Kleines Wiesental, Germany",47.7751287,7.827195899999999
"Marienberg, Bayern","Marienberg, 84489 Burghausen, Germany",48.1425264,12.7896105
"Cottbus, Brandenburg","Cottbus, Germany",51.75631079999999,14.3328679
"Menden, Nordrhein-Westfalen","Menden, Germany",51.4377453,7.7953337
"Schleusegrund, Thüringen","Schleusegrund, Germany",50.5329634,10.8970259
"Mechernich, Nordrhein-Westfalen","53894 Mechernich, Germany",50.5917044,6.653072
"Leisning, Sachsen","Leisnig, Germany",51.1681733,12.9217298
"Offenbach am Main, Hessen","Offenbach, Germany",50.09563620000001,8.776084299999999
"Johanniskirchen, Bayern","84381 Johanniskirchen, Germany",48.5335627,12.948368
"Berlin , Berlin","Berlin, Germany",52.52000659999999,13.404954
"Mettenheim, Bayern","Mettenheim, Germany",48.26556979999999,12.464053
"Lenzen, Brandenburg","Lenzen, Germany",53.0973263,11.4785205
"Buchholz in der Nordheide, Niedersachsen","21244 Buchholz in der Nordheide, Germany",53.3176971,9.8694845
"Ilsenburg/-Harz, Sachsen-Anhalt","38871 Ilsenburg, Germany",51.8677998,10.6848786
"Pinneberg, Niedersachsen","25421 Pinneberg, Germany",53.6545225,9.7938212
"Külsheim, Baden-Württemberg","97900 Külsheim, Germany",49.6676654,9.518122499999999
"Schorndorf, Baden-Württemberg","Schorndorf, Germany",48.8015423,9.52962
"Werlte, Niedersachsen","49757 Werlte, Germany",52.85252089999999,7.671886000000001
"Ibbenbüren, Nordrhein-Westfalen","Ibbenbüren, Germany",52.2767721,7.718994700000001
"Bad Sachsa, Niedersachsen","37441 Bad Sachsa, Germany",51.5966912,10.5565205
"Wusterhausen (Dosse), Brandenburg","Wusterhausen, Germany",52.8850042,12.4625952
"Talheim, Baden-Württemberg","Talheim, Germany",49.0843978,9.1949052
"Rees, Nordrhein-Westfalen","46459 Rees, Germany",51.7670727,6.4015065
"Waghäusel, Baden-Württemberg","68753 Waghäusel, Germany",49.2495336,8.5154348
"Aubing, München, Bayern","Aubing-Lochhausen-Langwied, Munich, Germany",48.161115,11.4135864
"Bodenkirchen, Bayern","84155 Bodenkirchen, Germany",48.3835813,12.3863633
"Wolfhagen, Hessen","34466 Wolfhagen, Germany",51.3264673,9.1710827
"Braunschweig, Niedersachsen","Brunswick, Germany",52.2688736,10.5267696
"Groß Gönau, Schleswig-Holstein","Groß Grönau, Germany",53.8024753,10.7496052
"Fürstenberg, Brandenburg","16798 Fürstenberg/Havel, Germany",53.18076989999999,13.1442839
"Apenburg-Winterfeld, Sachsen-Anhalt","Apenburg-Winterfeld, 38486 Flecken Apenburg-Winterfeld, Germany",52.73333299999999,11.216667
"Hirschberg, Thüringen","Hirschberg, Germany",50.4074967,11.8165537
"Markt Indersdorf, Bayern","85229 Markt Indersdorf, Germany",48.36222619999999,11.3743045
"Berlin Neukölln, Berlin","Neukölln, Berlin, Germany",52.4743863,13.4470859
"Bad Wörishofen, Bayern","86825 Bad Wörishofen, Germany",48.0051291,10.5949358
"Korschenbroich, Nordrhein-Westfalen","41352 Korschenbroich, Germany",51.1894661,6.514404799999999
"Gerolshofen, Bayern","97447 Gerolzhofen, Germany",49.9005963,10.3495174
"Waren, Mecklenburg-Vorpommern","17192 Waren, Germany",53.5161667,12.6818562
"Bad Krozingen, Baden-Württemberg","79189 Bad Krozingen, Germany",47.9183347,7.702876299999999
"Tabarz, Thüringen","Bad Tabarz, Germany",50.87848109999999,10.5115698
"Meerane, Sachsen","Meerane, Germany",50.8472857,12.4637223
"Heinsberg, Nordrhein-Westfalen","52525 Heinsberg, Germany",51.0600381,6.118372900000001
"Erkner, Brandenburg","15537 Erkner, Germany",52.4244119,13.7497832
"Marl, Nordrhein-Westfalen","Marl, Germany",51.65912340000001,7.1060218
"Fürth, Bayern","Fürth, Germany",49.4771169,10.988667
"Stralendorf, Mecklenburg-Vorpommern","Stralendorf, Germany",53.5734619,11.3020918
"Bergisch Gladbach, Nordrhein-Westfalen","Bergisch Gladbach, Germany",50.98964789999999,7.1229789
"Schiffdorf, Niedersachsen","27619 Schiffdorf, Germany",53.53155839999999,8.654695199999999
"Höchstadt, Bayern","91315 Höchstadt, Germany",49.7095692,10.8128359
"Hohen Viecheln, Mecklenburg-Vorpommern","Hohen Viecheln, Germany",53.7847829,11.5106515
"Weil am Rhein (Otterbach), Baden-Württemberg","Otterbach, 79576 Weil am Rhein, Germany",47.5831872,7.6060868
"Weimar an der Lahn, Hessen","Limburg, Germany",50.3986005,8.0795783
"Breitenbrunn, Sachsen","Breitenbrunn, Germany",50.4765374,12.7603045
"Alterlangen, Erlangen, Bayern","Alterlangen, 91056 Erlangen, Germany",49.6021215,10.9829943
"Gnewikow, Neuruppin, Brandenburg","Gnewikow, 16818 Neuruppin, Germany",52.8915956,12.8462045
"Genderkingen, Bayern","Genderkingen, Germany",48.704196,10.8793742
"Satteldorf, Baden-Württemberg","Satteldorf, Germany",49.1834405,10.0723106
"Ostrhauderfehn, Niedersachsen","26842 Ostrhauderfehn, Germany",53.1332108,7.6208843
"Sulzbach, Saarland","Sulzbach, Germany",49.3022275,7.0621814
"Osterfeld, Sachsen-Anhalt","06721 Osterfeld, Germany",51.0801472,11.929795
"Neuötting, Bayern","Neuötting, Germany",48.2400765,12.6907395
"Wenzenbach, Bayern","93173 Wenzenbach, Germany",49.0758074,12.1988658
"Wermelskirchen, Nordrhein-Westfalen","42929 Wermelskirchen, Germany",51.1405229,7.220952400000001
"Berlin-Neukölln, Berlin","Neukölln, Berlin, Germany",52.4743863,13.4470859
"Deggendorf, Bayern","94469 Deggendorf, Germany",48.8414126,12.9572212
"Gosheim, Baden-Württemberg","78559 Gosheim, Germany",48.1343215,8.7571925
"Ostbevern, Nordrhein-Westfalen","48346 Ostbevern, Germany",52.0392702,7.8421105
"Goslar, Niedersachsen","Goslar, Germany",51.9059531,10.4289963
"Steinfeld, Niedersachsen","49439 Steinfeld, Germany",52.5870514,8.2091699
"Monheim, Nordrhein-Westfalen","40789 Monheim am Rhein, Germany",51.0891756,6.894575300000001
"Weil im Schönbuch, Baden-Württemberg","Weil im Schönbuch, Germany",48.6215194,9.0517708
"Emsdetten, Nordrhein-Westfalen","Emsdetten, Germany",52.16818929999999,7.531058
"Egloffstein, Bayern","Egloffstein, Germany",49.7013589,11.2569352
"Werne, Nordrhein-Westfalen","59368 Werne, Germany",51.665041,7.631431000000001
"Heilsbronn, Bayern","91560 Heilsbronn, Germany",49.3390745,10.7919753
"Salach, Baden-Württemberg","Salach, Germany",48.6913065,9.7381237
"Bergen, Niedersachsen","29303 Bergen, Germany",52.80922810000001,9.9641638
"Bad Salzungen, Thüringen","Bad Salzungen, Germany",50.814786,10.2327561
"Gallinchen, Brandenburg","Gallinchen, 03051 Cottbus, Germany",51.70763909999999,14.3529134
"Roggenburg, Bayern","Roggenburg, Germany",48.2783338,10.2308613
"Hettstadt, Bayern","97265 Hettstadt, Germany",49.8014278,9.817736
"Bad Doberan, Mecklenburg-Vorpommern","Bad Doberan, Germany",54.1028317,11.9086
"Dresden-Altstadt, Sachsen","Altstadt, Dresden, Germany",51.0462406,13.7449555
"Brühl, Nordrhein-Westfalen","50321 Brühl, Germany",50.8267554,6.8987865
"Beeskow, Brandenburg","15848 Beeskow, Germany",52.1741752,14.2481051
"Thale im Harz, Sachsen-Anhalt","Thale, Germany",51.7474415,11.0413686
"Dorf Mecklenburg, Mecklenburg-Vorpommern","Dorf Mecklenburg, Germany",53.8422543,11.4642255
"Kirchheim, Hessen","36275 Kirchheim, Germany",50.8371188,9.57536
"Denzlingen, Baden-Württemberg","Denzlingen, Germany",48.0690429,7.8890649
"Lauterbach, Baden-Württemberg","78730 Lauterbach, Germany",48.2291616,8.3445273
"Wünnenberg, Nordrhein-Westfalen","33181 Bad Wünnenberg, Germany",51.5171339,8.6988832
"Metzingen, Baden-Württemberg","72555 Metzingen, Germany",48.5398997,9.286406099999999
"Landsberg, Bayern","86899 Landsberg am Lech, Germany",48.0464144,10.8718015
"Allstedt, Sachsen-Anhalt","06542 Allstedt, Germany",51.4042192,11.3881832
"Eisenberg, Thüringen","07607 Eisenberg, Germany",50.9686064,11.8926466
"Bad Lausick, Sachsen","Bad Lausick, Germany",51.1449012,12.6450532
"Nordenham, Niedersachsen","26954 Nordenham, Germany",53.498644,8.4923932
"Bamberg, Bayern","Bamberg, Germany",49.8988135,10.9027636
"Isenbüttel, Niedersachsen","38550 Isenbüttel, Germany",52.4364368,10.5769904
"Bitterfeld, Sachsen-Anhalt","Bitterfeld, Bitterfeld-Wolfen, Germany",51.6265334,12.3133061
"München, Bayern","Munich, Germany",48.1351253,11.5819806
"Lauterecken, Rheinland-Pfalz","Lauterecken, Germany",49.65069219999999,7.590268600000001
"Reichenbach im Vogtland, Sachsen","Reichenbach im Vogtland, Germany",50.6175423,12.2990016
"Dingelstädt, Thüringen","37351 Dingelstädt, Germany",51.3149726,10.3191675
"Östringen, Baden-Württemberg","76684 Östringen, Germany",49.2176652,8.706896799999999
"Stephanskirchen, Bayern","83071 Stephanskirchen, Germany",47.8553335,12.1840788
"Oberkotzau, Bayern","Oberkotzau, Germany",50.2627478,11.9270909
"Nürnberg , Bayern","Nuremberg, Germany",49.4521018,11.0766654
"Eilenburg, Sachsen","04838 Eilenburg, Germany",51.4597557,12.617702
"Neutraubling, Bayern","93073 Neutraubling, Germany",48.9854354,12.1959296
"Hauzenberg, Bayern","94051 Hauzenberg, Germany",48.652865,13.6255062
"Dauching, Baden-Württemberg","Dauchingen, Germany",48.09145849999999,8.5504052
"Unterweißbach, Thüringen","Unterweißbach, Germany",50.6153475,11.1651203
"Mettingen, Nordrhein-Westfalen","49497 Mettingen, Germany",52.3173484,7.782079
"Forst, Brandenburg","03149 Forst, Germany",51.7445739,14.6451394
"Eppelheim, Baden-Württemberg","Eppelheim, Germany",49.4006279,8.629916699999999
"Cuxhaven, Niedersachsen","Cuxhaven, Germany",53.859336,8.6879057
"Brüggen, Nordrhein-Westfalen","41379 Brüggen, Germany",51.2442461,6.1818561
"Sigmarszell, Bayern","88138 Sigmarszell, Germany",47.58917719999999,9.7625283
"Güstrow, Niedersachsen","Güstrow, Germany",53.8002129,12.1745703
"Ennigerloh, Nordrhein-Westfalen","59320 Ennigerloh, Germany",51.8402587,8.0308796
"Schlierstedt, Rheinland-Pfalz","Rhineland-Palatinate, Germany",50.118346,7.3089527
"Harsefeld, Niedersachsen","21698 Harsefeld, Germany",53.4539625,9.5037217
"Herzberg, Brandenburg","04916 Herzberg, Germany",51.6801434,13.2101622
"Kyffhäuserland, Thüringen","Kyffhäuserland, Germany",51.3553314,11.0099729
"Lutherstadt Wittenberg , Sachsen-Anhalt","Wittenberg, Germany",51.87046429999999,12.6411506
"Krempe, Sachsen-Anhalt","Krempe, Germany",53.83681079999999,9.4901695
"Perach, Bayern","84567 Perach, Germany",48.2654643,12.76769
"Neuhardenberg , Brandenburg","Neuhardenberg, Germany",52.59543979999999,14.2407753
"Böblingen, Baden-Württemberg","Böblingen, Germany",48.6845486,9.0073513
"Weißenthurm, Rheinland-Pfalz","Weißenthurm, Germany",50.41627039999999,7.456775299999999
"Penig, Bayern","Penig, Germany",50.9282392,12.7086346
"Letschin, Brandenburg","15324 Letschin, Germany",52.6436613,14.3614956
"Schlema, Sachsen","Aue-Bad Schlema, Germany",50.5863723,12.7016117
"Todtnau, Baden-Württemberg","79674 Todtnau, Germany",47.8306596,7.9454669
"Meggen, Lennestadt, Nordrhein-Westfalen","Meggen, 57368 Lennestadt, Germany",51.1231868,8.059472399999999
"Trostberg, Bayern","83308 Trostberg, Germany",48.02523730000001,12.5552575
"Radeberg, Sachsen","Radeberg, Germany",51.1129963,13.9142216
"Kamenz, Sachsen","Kamenz, Germany",51.2749068,14.1024881
"Salzweg, Bayern","94121 Salzweg, Germany",48.615383,13.4822557
"Großhartmannsdorf, Sachsen","Großhartmannsdorf, Germany",50.7991008,13.3218991
"Nohfelden, Saarland","66625 Nohfelden, Germany",49.5869227,7.1428297
"Theilheim, Bayern","97288 Theilheim, Germany",49.7537341,10.0294924
"Mainburg, Bayern","84048 Mainburg, Germany",48.6431127,11.7816895
"Pilsting, Bayern","94431 Pilsting, Germany",48.6996584,12.651058
"Walsrode, Niedersachsen","Walsrode, Germany",52.861732,9.593091600000001
"Urbach, Baden-Württemberg","Urbach, Germany",48.81237609999999,9.575838899999999
"Mitte, Berlin, Berlin","Mitte, Berlin, Germany",52.5372897,13.3602742
"Rothenburg in der Oberlausitz, Sachsen","Rothenburg, Germany",51.3357091,14.9665253
"Bad Zwischenahn, Niedersachsen","26160 Bad Zwischenahn, Germany",53.1814401,8.009876499999999
"Glückstadt, Schleswig-Holstein","25348 Glückstadt, Germany",53.7911914,9.4260898
"Mildstedt, Schleswig-Holstein","25866 Mildstedt, Germany",54.4636469,9.0960472
"Glashütte, Sachsen","Glashütte, Germany",50.8507042,13.7757788
"Taunusstein, Hessen","Taunusstein, Germany",50.1396151,8.149593900000001
"Wiesloch, Baden-Württemberg","Wiesloch, Germany",49.2953714,8.6962064
"Bad Driburg, Nordrhein-Westfalen","33014 Bad Driburg, Germany",51.7328389,9.021547700000001
"Bad Ems, Rheinland-Pfalz","Bad Ems, Germany",50.33406189999999,7.719239999999999
"Krefeld, Nordrhein-Westfalen","Krefeld, Germany",51.3345409,6.565207999999999
"Dudenhofen, Rheinland-Pfalz","67373 Dudenhofen, Germany",49.3162361,8.389363
"Isny im Allgäu, Bayern","88316 Isny im Allgäu, Germany",47.6949747,10.0419676
"Otterberg, Rheinland-Pfalz","Otterberg, Germany",49.5013508,7.768547900000001
"Thaleischweiler-Fröschen, Rheinland-Pfalz","Thaleischweiler-Fröschen, Germany",49.2622728,7.578199899999999
"Baesweiler, Nordrhein-Westfalen","52499 Baesweiler, Germany",50.90633649999999,6.1825328
"Engstingen, Baden-Württemberg","72829 Engstingen, Germany",48.3871631,9.2905038
"Eislingen an der Fils, Baden-Württemberg","73054 Eislingen, Germany",48.7023247,9.7120357
"Wittenburg, Mecklenburg-Vorpommern","Wittenburg, Germany",53.5058658,11.0831993
"Neunkirchen, Schleswig-Holstein","25927 Neukirchen, Germany",54.8688063,8.7338859
"Diez, Rheinland-Pfalz","Diez, Germany",50.3706368,8.016054
"Essen, Nordrhein-Westfalen","Essen, Germany",51.4556432,7.0115552
"Frankenberg, Sachsen","Frankenberg, Germany",50.90903609999999,13.0404029
"Beselich-Niedertiefenbach, Hessen","Niedertiefenbach, 65614 Beselich, Germany",50.4424747,8.1353156
"Walsdorf, Rheinland-Pfalz","54578 Walsdorf, Germany",50.2781521,6.710325399999999
"Lichtenau, Bayern","91586 Lichtenau, Germany",49.27685400000001,10.6852262
"Helmstedt, Niedersachsen","38350 Helmstedt, Germany",52.2272927,11.003723
"Leinburg, Bayern","Leinburg, Germany",49.4512851,11.3066283
"Oststeinbek, Schleswig-Holstein","22113 Oststeinbek, Germany",53.5422138,10.1699453
"Deutschbaselitz, Sachsen","Deutschbaselitz, 01917 Kamenz, Germany",51.2882099,14.1480745
"Köpenick, Berlin","Köpenick, Berlin, Germany",52.44260689999999,13.5822741
"Zwenkau, Sachsen","Zwenkau, Germany",51.2166912,12.3305257
"Weinheim, Baden-Württemberg","Weinheim, Germany",49.544964,8.660270299999999
"Großerlach, Baden-Württemberg","71577 Großerlach, Germany",49.053698,9.513817699999999
"Röderland, Brandenburg","Röderland, Germany",51.4451224,13.4527994
"Weinsberg, Baden-Württemberg","74189 Weinsberg, Germany",49.1484633,9.287265699999999
"Ellwangen (Jagst), Baden-Württemberg","73479 Ellwangen, Germany",48.96268329999999,10.1301513
"Rheinsberg, Brandenburg","Rheinsberg, Germany",53.0983691,12.8974874
"Hatzfeld, Hessen","Hatzfeld, Germany",50.9943302,8.5451582
"Bad Tölz, Bayern","83646 Bad Tölz, Germany",47.7614737,11.5651524
"Lehrte, Niedersachsen","31275 Lehrte, Germany",52.3746255,9.9784211
"Singen (Hohentwiel), Baden-Württemberg","78224 Singen, Germany",47.7670971,8.8722387
"Wildau, Brandenburg","Wildau, Germany",52.3260146,13.6265615
"Wittenberge, Brandenburg","19322 Wittenberge, Germany",52.9950038,11.752484
"Borkum, Niedersachsen","Borkum, Germany",53.593131,6.704731199999999
"Legden, Nordrhein-Westfalen","48739 Legden, Germany",52.0327518,7.0997524
"Kirchdorf an der Iller, Baden-Württemberg","Kirchdorf an der Iller, Germany",48.0766608,10.1293796
"Pförring, Bayern","85104 Pförring, Germany",48.8086571,11.6877413
"Burgdorf , Niedersachsen","Burgdorf, Germany",52.4470203,10.005624
"Pfaffenhofen, Bayern","85276 Pfaffenhofen an der Ilm, Germany",48.5274509,11.5124179
"Tonna , Thüringen","99958 Tonna, Germany",51.0912853,10.7314925
"Römerstein, Baden-Württemberg","72587 Römerstein, Germany",48.4972593,9.5116673
"Rammenau, Sachsen","Rammenau, Germany",51.1521139,14.1361724
"Wetzlar, Hessen","Wetzlar, Germany",50.5635273,8.5002611
"Dissen am Teutoburger Wald, Niedersachsen","Dissen, Germany",52.11472699999999,8.1989272
"Böhmenkirch, Baden-Württemberg","89558 Böhmenkirch, Germany",48.6848582,9.9333779
"Guben , Brandenburg","03172 Guben, Germany",51.9514863,14.695565
"Regensburg, Bayern","Regensburg, Germany",49.0134297,12.1016236
"Hepberg, Bayern","Hepberg, Germany",48.822745,11.4612756
"Mackenrode, Thüringen","37318 Mackenrode, Germany",51.3053819,10.0681018
"Dannstadt-Schauernheim, Rheinland-Pfalz","Dannstadt-Schauernheim, Germany",49.4275139,8.316546299999999
"Bernried, Bayern","Bernried, Germany",48.9182332,12.8833164
"Neumünster, Schleswig-Holstein","Neumünster, Germany",54.0729431,9.9840158
"Wurzbach, Thüringen","Wurzbach, Germany",50.4626069,11.5371988
"Bad Füssing, Bayern","94072 Bad Füssing, Germany",48.3512229,13.3135867
"Bad Schwartau, Schleswig-Holstein","Bad Schwartau, Germany",53.9163386,10.6854143
"Niederschönhausen, Berlin, Berlin","Niederschönhausen, Berlin, Germany",52.57968899999999,13.3978366
"Regens, Bayern","Regensburg, Germany",48.9944617,12.1942913
"Niederdorf, Sachsen","Niederdorf, Germany",50.72665929999999,12.7861111
"Milstedt, Schleswig-Holstein","25866 Mildstedt, Germany",54.4636469,9.0960472
"Esslingen, Baden-Württemberg","Esslingen, Germany",48.742178,9.3144229
"Bad Harzburg, Niedersachsen","Bad Harzburg, Germany",51.88668879999999,10.5522144
"Ebersbach an der Fils, Baden-Württemberg","73061 Ebersbach an der Fils, Germany",48.7178492,9.5283591
"Bünde, Nordrhein-Westfalen","Bünde, Germany",52.1982222,8.5832333
"Pfullingen, Baden-Württemberg","72793 Pfullingen, Germany",48.46718,9.2259533
"Neu-Hohenschönhausen, Berlin, Berlin","Neu-Hohenschönhausen, Berlin, Germany",52.567079,13.5152134
"Buchen, Baden-Württemberg","74722 Buchen, Germany",49.5241354,9.3250344
"Ruhland, Brandenburg","Ruhland, Germany",51.4546649,13.8630854
"Fintel, Lauenbrück, Niedersachsen","27389 Lauenbrück, Germany",53.2006005,9.552346
"Berlin-Reinickendorf, Berlin","Reinickendorf, Berlin, Germany",52.5734383,13.3592051
"Neustadt an der Donau, Bayern","93333 Neustadt an der Donau, Germany",48.8030062,11.7670734
"Trusetal, Thüringen","Trusetal, Brotterode-Trusetal, Germany",50.7828353,10.4022724
"Erlangen, Bayern","Erlangen, Germany",49.5896744,11.0119611
"Remagen, Rheinland-Pfalz","53424 Remagen, Germany",50.57328039999999,7.2385533
"Herzberg an der Elster, Brandenburg","04916 Herzberg, Germany",51.6801434,13.2101622
"Walsdorf , Bayern","96194 Walsdorf, Germany",49.8723768,10.7827713
"Grünberg, Hessen","35305 Grünberg, Germany",50.5926747,8.958271800000002
"Schmelz, Schleswig-Holstein","Schmelz, Germany",49.4318941,6.842155399999999
"Hammelburg, Bayern","Hammelburg, Germany",50.1185626,9.891789
"Friedrichstadt, Dresden, Sachsen","Friedrichstadt, Dresden, Germany",51.0615344,13.7128755
"Bad Köstritz, Thüringen","07586 Bad Köstritz, Germany",50.9307183,12.0076316
"Emmerich, Nordrhein-Westfalen","46446 Emmerich, Germany",51.8395929,6.251730299999999
"Eisenach, Thüringen","Eisenach, Germany",50.9795715,10.3146872
"Niedersachswerfen, Thüringen","Niedersachswerfen, Harztor, Germany",51.5508727,10.7666602
"Lübbenau, Brandenburg","03222 Lübbenau, Germany",51.8632976,13.9545465
"Alsenz, Rheinland-Pfalz","Alsenz, Germany",49.7246576,7.814469
"Burgthann, Bayern","90559 Burgthann, Germany",49.3492571,11.312761
"Todendorf, Schleswig-Holstein","22965 Todendorf, Germany",53.69466740000001,10.3486912
"Meusdorf, Leipzig, Sachsen","Meusdorf, Leipzig, Germany",51.2894367,12.4349963
"Holtsee, Schleswig-Holstein","Holtsee, Germany",54.3978791,9.854555399999999
"Bischhagen, Thüringen","Bischhagen, 37308 Hohes Kreuz, Germany",51.4259411,10.0939039
"Petting, Bayern","83367 Petting, Germany",47.9127713,12.8162263
"Spremberg, Brandenburg","Spremberg, Germany",51.5696303,14.376813
"Ketzin, Brandenburg","14669 Ketzin, Germany",52.4809452,12.8459803
"Wiesbaden, Mecklenburg-Vorpommern","Wiesbaden, Germany",50.0782184,8.239760799999999
"Rotenburg, Schleswig-Holstein","27356 Rotenburg, Germany",53.10350760000001,9.3970716
"Gefrees, Bayern","95482 Gefrees, Germany",50.0960073,11.7365825
"Schandorf, Bayern","92421 Schwandorf, Germany",49.3308876,12.1068067
"Düsseldorf, Nordrhein-Westfalen","Düsseldorf, Germany",51.2277411,6.7734556
"Sehma, Sachsen","Sehma, 09465 Sehmatal, Germany",50.5372494,12.9926417
"Harsewinkel, Nordrhein-Westfalen","33428 Harsewinkel, Germany",51.96428179999999,8.2333679
"Wingst, Niedersachsen","21789 Wingst, Germany",53.7525138,9.0361139
"Gemmrigheim, Baden-Württemberg","74376 Gemmrigheim, Germany",49.0267208,9.1592713
"Waltershausen, Thüringen","Waltershausen, Germany",50.9003774,10.5607552
"Limburg an der Lahn, Hessen","Limburg, Germany",50.3986005,8.0795783
"Heidenrod, Hessen","65321 Heidenrod, Germany",50.21274409999999,7.9962279
"Ahrensburg, Schleswig-Holstein","Ahrensburg, Germany",53.6764136,10.2378854
"Gundelsheim, Bayern","Gundelsheim, Germany",49.9384732,10.9200085
"Westerburg, Rheinland-Pfalz","56457 Westerburg, Germany",50.5624894,7.9714527
"Walsleben, Brandenburg","16818 Walsleben, Germany",52.9404427,12.6637818
"Waffenbrunn, Bayern","Waffenbrunn, Germany",49.2605367,12.6642271
"Wilster, Schleswig-Holstein","25554 Wilster, Germany",53.922479,9.3739785
"Untermaßfeld , Thüringen","98617 Untermaßfeld, Germany",50.5298957,10.4163047
"Bischofroda, Thüringen","99826 Bischofroda, Germany",51.0562269,10.3635332
"Wendisch Rietz, Brandenburg","Wendisch Rietz, Germany",52.2165584,14.009318
"Hofbieber, Hessen","36145 Hofbieber, Germany",50.58731359999999,9.8376927
"Eisenhüttenstadt, Brandenburg","15890 Eisenhüttenstadt, Germany",52.1436615,14.6419022
"Ottweiler, Saarland","Ottweiler, Germany",49.4043228,7.163018899999999
"Wefensleben, Sachsen-Anhalt","39365 Wefensleben, Germany",52.177104,11.1576817
"Altrip, Rheinland-Pfalz","67122 Altrip, Germany",49.4314361,8.494974
"Südvorstadt, Dresden, Sachsen","Südvorstadt, Dresden, Germany",51.0349577,13.728136
"Garmisch-Patenkirchen, Bayern","Garmisch-Partenkirchen, Germany",47.4919134,11.0947806
"Mühldorf am Inn, Bayern","84453 Mühldorf, Germany",48.2461124,12.5229789
"Sondershausen, Thüringen","99706 Sondershausen, Germany",51.3691898,10.8710502
"Bocholt, Nordrhein-Westfalen","Bocholt, Germany",51.8384277,6.6150917
"Ascheberg, Nordrhein-Westfalen","59387 Ascheberg, Germany",51.7896802,7.616662199999999
"Neckargartach, Heilbronn, Baden-Württemberg","Neckargartach, 74078 Heilbronn, Germany",49.168829,9.202534000000002
"Bischofferode, Thüringen","37345 Bischofferode, Germany",51.4968922,10.4428054
"Limbach-Oberfrohna, Sachsen","Limbach-Oberfrohna, Germany",50.8575662,12.7537198
"Kleinlangheim, Bayern","97355 Kleinlangheim, Germany",49.7745213,10.2830489
